NFL Team,W,L,T,PCT,PF,PA,Net Pts,Home,Road,Div,Div_win_pct,Conf,Conf_win_pct,Non-Conf,Strk,Last 5,season,Home_wins,Home_losses,Home_ties,Road_wins,Road_losses,Road_ties,Div_wins,Div_losses,Div_ties,Conf_wins,Conf_losses,Conf_ties,Non-Conf_wins,Non-Conf_losses,Non-Conf_ties,Last 5_wins,Last 5_losses,Last 5_ties
Tampa Bay Buccaneers,10,7,0,0.588,502,385,117,5 - 4 - 0,5 - 3 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,2 - 3 - 0,2W,4 - 1 - 0,2024,5,4,0,5,3,0,4,2,0,8,4,0,2,3,0,4,1,0
Green Bay Packers,11,6,0,0.647,460,338,122,6 - 3 - 0,5 - 3 - 0,1 - 5 - 0,0.167,6 - 6 - 0,0.5,5 - 0 - 0,2L,2 - 3 - 0,2024,6,3,0,5,3,0,1,5,0,6,6,0,5,0,0,2,3,0
Los Angeles Chargers,11,6,0,0.647,402,301,101,5 - 3 - 0,6 - 3 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,3 - 2 - 0,3W,3 - 2 - 0,2024,5,3,0,6,3,0,4,2,0,8,4,0,3,2,0,3,2,0
Baltimore Ravens,12,5,0,0.706,518,361,157,6 - 2 - 0,6 - 3 - 0,4 - 2 - 0,0.667,8 - 4 - 0,0.667,4 - 1 - 0,4W,4 - 1 - 0,2024,6,2,0,6,3,0,4,2,0,8,4,0,4,1,0,4,1,0
Washington Commanders,12,5,0,0.706,485,391,94,7 - 2 - 0,5 - 3 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,3 - 2 - 0,5W,5 - 0 - 0,2024,7,2,0,5,3,0,4,2,0,9,3,0,3,2,0,5,0,0
Buffalo Bills,13,4,0,0.765,525,368,157,8 - 0 - 0,5 - 4 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,4 - 1 - 0,1L,3 - 2 - 0,2024,8,0,0,5,4,0,5,1,0,9,3,0,4,1,0,3,2,0
Minnesota Vikings,14,3,0,0.824,432,332,100,8 - 1 - 0,6 - 2 - 0,4 - 2 - 0,0.667,9 - 3 - 0,0.75,5 - 0 - 0,1L,4 - 1 - 0,2024,8,1,0,6,2,0,4,2,0,9,3,0,5,0,0,4,1,0
Philadelphia Eagles,14,3,0,0.824,463,303,160,8 - 1 - 0,6 - 2 - 0,5 - 1 - 0,0.833,9 - 3 - 0,0.75,5 - 0 - 0,2W,4 - 1 - 0,2024,8,1,0,6,2,0,5,1,0,9,3,0,5,0,0,4,1,0
Detroit Lions,15,2,0,0.882,564,342,222,7 - 2 - 0,8 - 0 - 0,6 - 0 - 0,1.0,11 - 1 - 0,0.917,4 - 1 - 0,3W,4 - 1 - 0,2024,7,2,0,8,0,0,6,0,0,11,1,0,4,1,0,4,1,0
Kansas City Chiefs,15,2,0,0.882,385,326,59,8 - 0 - 0,7 - 2 - 0,5 - 1 - 0,0.833,10 - 2 - 0,0.833,5 - 0 - 0,1L,4 - 1 - 0,2024,8,0,0,7,2,0,5,1,0,10,2,0,5,0,0,4,1,0
